Altium Designer Pick and Place Locations
D:\PCB Design Course\Mixed signal\Mixed signal PCB board\Mixed_Signal_PCB\Project Outputs for Free Documents\Pick Place\Pick Place for PCB_Mixed_Signal.txt

========================================================================================================================
File Design Information:

Date:       07/04/25
Time:       12.44
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                      Center-X(mil) Center-Y(mil) Rotation Description                                                                                                   
C91        10uF                   BottomLayer Capacitor_1206_SMD             3575.591      1023.622      180      "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C90        "10nF, 50V"            BottomLayer Capacitor_0805                 3550.197      944.882       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C89        1uF,50V                BottomLayer Capacitor_0805                 3547.244      1333.661      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C88        10uF                   BottomLayer Capacitor_1206_SMD             3630.905      1355.315      270      "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C87        "10nF, 50V"            BottomLayer Capacitor_0805                 3712.598      1333.661      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C86        1uF,50V                BottomLayer Capacitor_0805                 3414.370      1480.315      0        "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C85        10uF                   BottomLayer Capacitor_1206_SMD             3392.717      1394.685      0        "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C84        "10nF, 50V"            BottomLayer Capacitor_0805                 3416.536      1311.024      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C83        1uF,50V                BottomLayer Capacitor_0805                 3602.362      1798.425      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C82        10uF                   BottomLayer Capacitor_1206_SMD             3686.024      1812.008      270      "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C81        "10nF, 50V"            BottomLayer Capacitor_0805                 3771.653      1792.126      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C80        "100uF 25V"            TopLayer    Capacitor_Radial_SMD_6.3mm_Dia 3491.142      2753.937      90       "Radial Can - SMD ALUMINUM ELECTROLYTIC CAPACITOR UWT 25V 100muF ±20% 0.248Dia 6.30mm"                        
C79        "100uF 25V"            TopLayer    Capacitor_Radial_SMD_6.3mm_Dia 3854.331      2320.866      270      "Radial Can - SMD ALUMINUM ELECTROLYTIC CAPACITOR UWT 25V 100muF ±20% 0.248Dia 6.30mm"                        
C78        "100uF 25V"            TopLayer    Capacitor_Radial_SMD_6.3mm_Dia 4316.929      2422.244      0        "Radial Can - SMD ALUMINUM ELECTROLYTIC CAPACITOR UWT 25V 100muF ±20% 0.248Dia 6.30mm"                        
C77        1uF,50V                BottomLayer Capacitor_0805                 3461.614      1929.134      0        "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C76        10uF                   BottomLayer Capacitor_1206_SMD             3444.095      1846.457      0        "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C75        "10nF, 50V"            BottomLayer Capacitor_0805                 3465.551      1763.780      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C74        "100nF, 50V"           BottomLayer Capacitor_0805                 2089.675      1670.168      315      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C73        "100nF, 50V"           TopLayer    Capacitor_0805                 1705.420      1337.887      315      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C72        "100nF, 50V"           TopLayer    Capacitor_0805                 1756.601      1389.068      315      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C71        1uF,50V                TopLayer    Capacitor_0805                 1807.783      1439.265      315      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C70        1uF,50V                TopLayer    Capacitor_0805                 1654.239      1286.706      315      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C69        2.2uF                  BottomLayer Capacitor_0805                 2669.580      1311.720      135      "Multilayer Ceramic Capacitor, 2.2 uF, 25 V, ± 10%, X7R, 0805 [2012 Metric]"                                  
C68        2.2uF                  BottomLayer Capacitor_0805                 2256.602      914.082       45       "Multilayer Ceramic Capacitor, 2.2 uF, 25 V, ± 10%, X7R, 0805 [2012 Metric]"                                  
C67        "100nF, 50V"           BottomLayer Capacitor_0805                 2188.280      1575.499      135      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C66        "100nF, 50V"           BottomLayer Capacitor_0805                 1882.982      1376.860      315      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C65        "100nF, 50V"           BottomLayer Capacitor_0805                 2239.461      1626.680      135      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C64        "100nF, 50V"           BottomLayer Capacitor_0805                 1891.444      1218.216      45       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C63        "4.7uF, 50V"           BottomLayer Capacitor_0805                 2727.819      1363.069      135      "Multilayer Ceramic Capacitor, 4.7 uF, 50 V, ï¿½ 10%, X5R, 0805 [2012 Metric]"                                
C62        "100nF, 50V"           BottomLayer Capacitor_0805                 1330.709      373.031       270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C61        "30pf 50V"             BottomLayer Capacitor_0805                 1721.169      1605.603      315      "Capacitor, ceramic, 30Pf, 50Vdc, 10-% Tol, 10+% Tol, c0G-Tc Code, -30, 30Ppm-Tc Rohs Compliant: Yes"         
C60        "30pf 50V"             BottomLayer Capacitor_0805                 2083.373      1963.871      315      "Capacitor, ceramic, 30Pf, 50Vdc, 10-% Tol, 10+% Tol, c0G-Tc Code, -30, 30Ppm-Tc Rohs Compliant: Yes"         
C59        "100nF, 50V"           BottomLayer Capacitor_0805                 2452.756      259.055       270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C58        "100nF, 50V"           BottomLayer Capacitor_0805                 1988.189      255.118       270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C57        1uF,50V                TopLayer    Capacitor_0805                 3000.000      2302.165      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C56        1uF,50V                BottomLayer Capacitor_0805                 2889.764      2361.417      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C55        "100nF, 50V"           TopLayer    Capacitor_0805                 3011.811      1981.299      90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C53        1uF,50V                TopLayer    Capacitor_0805                 3123.032      2043.307      0        "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C52        "100nF, 50V"           TopLayer    Capacitor_0805                 3074.803      2144.685      270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C51        "100nF, 50V"           BottomLayer Capacitor_0805                 2384.843      2984.252      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C50        1uF,50V                BottomLayer Capacitor_0805                 2377.756      2906.614      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C49        10uF                   TopLayer    Capacitor_1206_SMD             1425.984      2496.063      180      "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C48        1uF,50V                TopLayer    Capacitor_0805                 1441.732      2417.323      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C47        150pF                  TopLayer    Capacitor_0805                 1789.646      2340.118      0        "Cap Ceramic 150pF 50V C0G 10% SMD 0805 125°C Paper T/R"                                                      
C46        150pF                  TopLayer    Capacitor_0805                 1650.354      2340.118      180      "Cap Ceramic 150pF 50V C0G 10% SMD 0805 125°C Paper T/R"                                                      
C45        "100nF, 50V"           BottomLayer Capacitor_0805                 1876.968      2480.315      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C44        "100nF, 50V"           BottomLayer Capacitor_0805                 1783.465      2754.921      270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C43        "100nF, 50V"           BottomLayer Capacitor_0805                 1625.984      2758.858      270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C42        1uF,50V                TopLayer    Capacitor_0805                 1484.252      2739.370      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C41        1uF,50V                TopLayer    Capacitor_0805                 1484.252      2605.512      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C40        "100nF, 50V"           BottomLayer Capacitor_0805                 1674.016      2444.882      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C39        1uF,50V                BottomLayer Capacitor_0805                 1669.291      2518.701      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C38        22nf                   BottomLayer Capacitor_0805                 1965.000      2779.764      90       "Multilayer Ceramic Capacitor, 0.022 uF, 50 V, ± 10%, X7R, 0805 [2012 Metric]"                                
C37        "100nF, 50V"           BottomLayer Capacitor_0805                 1669.646      2590.118      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C36        "100nF, 50V"           TopLayer    Capacitor_0805                 1908.465      2421.260      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C35        1uF,50V                TopLayer    Capacitor_0805                 1908.465      2496.063      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C34        22nf                   BottomLayer Capacitor_0805                 2089.016      2880.118      180      "Multilayer Ceramic Capacitor, 0.022 uF, 50 V, ± 10%, X7R, 0805 [2012 Metric]"                                
C33        "100nF, 50V"           BottomLayer Capacitor_0805                 975.000       2541.102      90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C32        "10nF, 50V"            TopLayer    Capacitor_0805                 970.354       2810.118      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C31        "10nF, 50V"            TopLayer    Capacitor_0805                 1114.016      2810.118      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C30        "100nF, 50V"           BottomLayer Capacitor_0805                 1014.016      2820.118      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C29        "100nF, 50V"           BottomLayer Capacitor_0805                 1065.000      2541.102      90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C28        "100nF, 50V"           BottomLayer Capacitor_0805                 1244.016      2820.118      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C27        "100nF, 50V"           BottomLayer Capacitor_0805                 571.850       2716.535      0        "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C26        1uF,50V                BottomLayer Capacitor_0805                 2456.693      2237.008      90       "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C25        1uF,50V                BottomLayer Capacitor_0805                 2543.307      2237.008      90       "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C24        "100nF, 50V"           TopLayer    Capacitor_0805                 2343.307      2523.622      0        "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C22        1uF,50V                TopLayer    Capacitor_0805                 2343.307      2448.819      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C21        "100nF, 50V"           TopLayer    Capacitor_0805                 2350.394      2349.606      90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C20        "10nF, 50V"            BottomLayer Capacitor_0805                 227.559       732.284       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C19        20pF                   BottomLayer Capacitor_0805                 1114.173      681.890       90       "Cap Ceramic 20pF 50V C0G 10% SMD 0805 125°C T/R"                                                             
C18        "10nF, 50V"            BottomLayer Capacitor_0805                 1310.000      811.102       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C17        10uF                   BottomLayer Capacitor_1206_SMD             1536.417      789.370       90       "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C16        1uF,50V                BottomLayer Capacitor_0805                 1460.000      810.472       90       "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C15        "100nF, 50V"           BottomLayer Capacitor_0805                 1385.000      811.102       90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C14        20pF                   BottomLayer Capacitor_0805                 1039.370      681.890       90       "Cap Ceramic 20pF 50V C0G 10% SMD 0805 125°C T/R"                                                             
C13        "10nF, 50V"            BottomLayer Capacitor_0805                 1035.000      1009.764      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C12        "100nF, 50V"           BottomLayer Capacitor_0805                 955.000       1009.764      270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C11        1uF,50V                BottomLayer Capacitor_0805                 877.953       1010.827      270      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C10        "10nF, 50V"            TopLayer    Capacitor_0805                 960.630       1042.520      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C9         "100nF, 50V"           BottomLayer Capacitor_0805                 547.244       2144.685      270      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C8         "10nF, 50V"            BottomLayer Capacitor_0805                 725.984       1945.118      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C7         1uF,50V                BottomLayer Capacitor_0805                 725.984       1860.118      0        "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C6         "30pf 50V"             BottomLayer Capacitor_0805                 1134.016      2045.118      180      "Capacitor, ceramic, 30Pf, 50Vdc, 10-% Tol, 10+% Tol, c0G-Tc Code, -30, 30Ppm-Tc Rohs Compliant: Yes"         
C5         "30pf 50V"             BottomLayer Capacitor_0805                 1134.016      1755.118      180      "Capacitor, ceramic, 30Pf, 50Vdc, 10-% Tol, 10+% Tol, c0G-Tc Code, -30, 30Ppm-Tc Rohs Compliant: Yes"         
C4         "100nF, 50V"           BottomLayer Capacitor_0805                 614.646       1770.118      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C3         "100nF, 50V"           BottomLayer Capacitor_0805                 949.016       1765.118      180      "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C2         "100nF, 50V"           BottomLayer Capacitor_0805                 775.591       1603.347      90       "Multilayer Ceramic Capacitor, 0.1 uF, 50 V, ï¿½ 10%, X7R, 0805 [2012 Metric]"                                
C1         "4.7uF, 50V"           BottomLayer Capacitor_0805                 850.394       1601.378      270      "Multilayer Ceramic Capacitor, 4.7 uF, 50 V, ï¿½ 10%, X5R, 0805 [2012 Metric]"                                
